epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
109,479.393,2.31496,2.0617,2.36772,2.7779,0,0.17157,0.20455,0.11633,0.02656,0.00066,0.04545,9e-05,2e-05,2.81102,1.96861,2.88262,3.02693,0,0.00178616,0.00178616,0.00178616
110,483.35,2.29008,2.07855,2.3516,2.69128,0,0.24666,0.31818,0.18723,0.04557,0.00034,0.02273,8e-05,1e-05,2.74859,2.06069,2.7553,2.96672,0,0.00178418,0.00178418,0.00178418
111,487.392,2.27309,2.03287,2.40412,2.73986,0,0.18704,0.31818,0.12262,0.026,0.00066,0.04545,8e-05,1e-05,2.69859,2.0187,2.81415,2.95284,0,0.0017822,0.0017822,0.0017822
112,491.617,2.26253,2.0069,2.3473,2.74661,0,0.18704,0.31818,0.12262,0.026,0.00066,0.04545,8e-05,1e-05,2.69859,2.0187,2.81415,2.95284,0,0.00178022,0.00178022,0.00178022
113,495.674,2.25705,2.15084,2.37418,2.68668,0,0.10327,0.25,0.06594,0.01739,0.00066,0.04545,4e-05,1e-05,2.65055,1.95367,2.88097,2.90433,0,0.00177824,0.00177824,0.00177824
114,499.75,2.1922,2.0463,2.40663,2.64585,0,0.13111,0.21613,0.10758,0.02479,0.00113,0.06818,0.00033,8e-05,2.54447,1.88068,2.83919,2.88956,0,0.00177626,0.00177626,0.00177626
115,503.962,2.2967,2.11233,2.28635,2.74241,0,0.23102,0.09091,0.09424,0.0254,0.00174,0.11364,0.00055,9e-05,2.48086,1.86867,2.91944,2.82436,0,0.00177428,0.00177428,0.00177428
116,508.752,2.28235,2.11677,2.31739,2.72158,0,0.10136,0.15909,0.08788,0.02313,0.00154,0.11364,0.00032,6e-05,2.55029,1.85986,2.91771,2.85003,0,0.0017723,0.0017723,0.0017723
117,513.617,2.2922,2.09295,2.35975,2.65472,0,0.15536,0.18182,0.09724,0.03072,0.00177,0.06818,0.00038,6e-05,2.52815,1.88441,2.9719,2.86808,0,0.00177032,0.00177032,0.00177032
118,519.891,2.30267,2.10895,2.3441,2.71914,0,0.15536,0.18182,0.09724,0.03072,0.00177,0.06818,0.00038,6e-05,2.52815,1.88441,2.9719,2.86808,0,0.00176834,0.00176834,0.00176834
119,526.249,2.21863,2.06743,2.3493,2.64624,0,0.22276,0.20455,0.12228,0.02732,0.00129,0.09091,0.00026,3e-05,2.56515,1.92433,2.9376,2.8768,0,0.00176636,0.00176636,0.00176636
120,532.533,2.2783,2.06612,2.2767,2.70461,0,0.31261,0.11364,0.13986,0.03435,0.00134,0.09091,0.00029,3e-05,2.49597,1.92556,2.86719,2.87124,0,0.00176438,0.00176438,0.00176438
121,538.909,2.27069,1.99058,2.29607,2.73709,0,0.3145,0.09091,0.1398,0.03076,0.00492,0.04545,0.00048,6e-05,2.46936,1.91652,2.82991,2.82956,0,0.0017624,0.0017624,0.0017624
122,545.487,2.22168,2.04527,2.30093,2.64159,0,0.20215,0.11364,0.12707,0.03538,0.00656,0.02273,0.00079,9e-05,2.45732,1.88286,2.82327,2.84621,0,0.00176042,0.00176042,0.00176042
123,551.888,2.32809,2.09633,2.28059,2.72188,0,0.20215,0.11364,0.12707,0.03538,0.00656,0.02273,0.00079,9e-05,2.45732,1.88286,2.82327,2.84621,0,0.00175844,0.00175844,0.00175844
124,558.075,2.3175,2.07897,2.29323,2.72858,0,0.10424,0.27273,0.12252,0.03883,0.00472,0.06818,0.00042,6e-05,2.47,1.8456,2.86479,2.83451,0,0.00175646,0.00175646,0.00175646
125,564.458,2.2236,2.05027,2.27613,2.73112,0,0.1572,0.18182,0.16485,0.04424,0.00326,0.09091,0.00058,9e-05,2.45063,1.82872,2.73723,2.78575,0,0.00175448,0.00175448,0.00175448
126,571.113,2.22852,2.06915,2.27095,2.72699,0,0.25176,0.13636,0.18717,0.04344,0.00458,0.04545,0.00079,0.00013,2.43498,1.81355,2.64102,2.81614,0,0.0017525,0.0017525,0.0017525
127,577.292,2.21118,1.95035,2.2526,2.71013,0,0.14531,0.20455,0.17035,0.03717,0.02505,0.04545,0.00446,0.00065,2.47015,1.81135,2.63586,2.78733,0,0.00175052,0.00175052,0.00175052
128,583.412,2.26278,2.02343,2.29252,2.74875,0,0.14531,0.20455,0.17035,0.03717,0.02505,0.04545,0.00446,0.00065,2.47015,1.81135,2.63586,2.78733,0,0.00174854,0.00174854,0.00174854
129,589.48,2.22591,2.0125,2.23671,2.70609,0,0.13866,0.22727,0.13511,0.0333,0.02773,0.04545,0.00415,0.00048,2.52478,1.8128,2.62336,2.80654,0,0.00174656,0.00174656,0.00174656
130,595.762,2.26823,2.04796,2.27826,2.76986,0,0.12994,0.18182,0.14259,0.03936,0.00128,0.09091,0.00056,7e-05,2.59451,1.84885,2.57058,2.88361,0,0.00174458,0.00174458,0.00174458
